IE_XML_ID	IE_NAME	IE_ID	IE_ACTIVE	IE_ACTIVE_FROM	IE_ACTIVE_TO	IE_PREVIEW_PICTURE	IE_PREVIEW_TEXT	IE_PREVIEW_TEXT_TYPE	IE_DETAIL_PICTURE	IE_DETAIL_TEXT	IE_DETAIL_TEXT_TYPE	IE_CODE	IE_SORT	IE_TAGS	IP_PROP85	IP_PROP95	IP_PROP96	IP_PROP97	IP_PROP43	IP_PROP44	IP_PROP45	IP_PROP46	IP_PROP47	IP_PROP50	IP_PROP107	IP_PROP59	IP_PROP105	IP_PROP102	IP_PROP99	IP_PROP130	IP_PROP124	IP_PROP114	IP_PROP134	IP_PROP132	IP_PROP139	IP_PROP110	IP_PROP98	IP_PROP51	IP_PROP111	IP_PROP106	IP_PROP60	IP_PROP137	IP_PROP127	IP_PROP129	IP_PROP135	IP_PROP136	IP_PROP126	IP_PROP128	IP_PROP112	IP_PROP100	IP_PROP131	IP_PROP103	IP_PROP101	IP_PROP104	IP_PROP52	IP_PROP93	IP_PROP125	IP_PROP133	IP_PROP138	IP_PROP108	IC_GROUP0	IC_GROUP1	IC_GROUP2
63819	Термошкаф  T-8080300-250	63819	Y					text	/upload/iblock/ce9/ce92e4390192eeebba9ece0750e22f7d.png		html	T-8080300-250	500			800	800	300	itprom				T-8080300-250		Есть	564		Есть	Простая									/upload/iblock/e24/e24c3254f83b514c969985e97e674c05.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63819	Термошкаф  T-8080300-250	63819	Y					text	/upload/iblock/ce9/ce92e4390192eeebba9ece0750e22f7d.png		html	T-8080300-250	500			800	800	300	itprom				T-8080300-250		Есть	564		Есть	Простая									/upload/iblock/088/0881f1f101c7d0dc64251fbaf810be8e.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63819	Термошкаф  T-8080300-250	63819	Y					text	/upload/iblock/ce9/ce92e4390192eeebba9ece0750e22f7d.png		html	T-8080300-250	500			800	800	300	itprom				T-8080300-250		Есть	564		Есть	Простая									/upload/iblock/086/086e9ccf1b1ff91b14b4f6230997bc8f.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63819	Термошкаф  T-8080300-250	63819	Y					text	/upload/iblock/ce9/ce92e4390192eeebba9ece0750e22f7d.png		html	T-8080300-250	500			800	800	300	itprom				T-8080300-250		Есть	564		Есть	Простая									/upload/iblock/9ad/9ad4956a01dfb3188ce4e80775a05747.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63819	Термошкаф  T-8080300-250	63819	Y					text	/upload/iblock/ce9/ce92e4390192eeebba9ece0750e22f7d.png		html	T-8080300-250	500			800	800	300	itprom				T-8080300-250		Есть	564		Есть	Простая									/upload/iblock/9f6/9f6318e53fe22a27e1f79d53f2d3e05e.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63819	Термошкаф  T-8080300-250	63819	Y					text	/upload/iblock/ce9/ce92e4390192eeebba9ece0750e22f7d.png		html	T-8080300-250	500			800	800	300	itprom				T-8080300-250		Есть	564		Есть	Простая									/upload/iblock/acf/acf051e344575a38d623afc624fb627e.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63819	Термошкаф  T-8080300-250	63819	Y					text	/upload/iblock/ce9/ce92e4390192eeebba9ece0750e22f7d.png		html	T-8080300-250	500			800	800	300	itprom				T-8080300-250		Есть	564		Есть	Простая									/upload/iblock/d2c/d2c32621f0dd867575167054d9e817f9.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/f4d/f4d9657d668770403b98bcfee8561a55.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/3b7/3b74ca078460a3857ad9a215901c36de.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/43c/43c4b345c19fbe93d1f7dd20149b9ba5.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/ef0/ef0fbe8036f799d6643c7b045b3c808d.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/042/042e34851929fbc79cc7253d105cfed3.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/e33/e3384ba3515be46479e5f904d587c674.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/292/292bd92d9f3c3d97dd6436aa9f62ca4d.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63820	Термошкаф  T-80100300-250	63820	Y					text	/upload/iblock/dfe/dfe617b47a543012e5c1756cb16a6177.png		html	T-80100300-250	500			800	1000	300	itprom				T-80100300-250		Есть	551		Есть	Простая									/upload/iblock/75d/75da2e2aaaa57435615c3543228e0646.png	IP55	Есть									250	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/299/2991242a1bf6ed2db992fa34669ba710.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/307/307abaec6277897d65bdb83775dfa00d.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/a03/a037ed05b0f1a6e7de1d841eaa573389.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/730/7309f93acb382754db5cf85180b70528.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/4b5/4b536d7a5f4e6a3ed0443d83b6e1ca93.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/33e/33e92db3e1d35c67db329b49cce55244.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/969/9699637a112aeccc6d951dc378f662e8.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63821	Термошкаф  T-80120300-400	63821	Y					text	/upload/iblock/350/350c7ce19d0283ae95028ba36781752b.png		html	T-80120300-400	500			800	1200	300	itprom				T-80120300-400		Есть	553		Есть	Простая									/upload/iblock/f6a/f6a06bffb88500f0e0255513d01d0b96.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/0be/0be619f9d21e8e2c423c30ce10a6b49b.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/5fb/5fb00d438709131f06de216aa43d3459.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/91a/91a63f3daef939be7c9a84b0d0632406.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/18a/18a7fd2cc631f94e44100970a60515c0.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/c1a/c1aa3705e44efbbae38ee7a689b34781.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/790/790aac060469fee0370810663dfbddbd.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/6d3/6d31154308c14358a178271ef9a0763c.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63822	Термошкаф  T-100100300-400	63822	Y					text	/upload/iblock/c7c/c7c8ad5a4733149f50cf6753956a76cc.png		html	T-100100300-400	500			1000	1000	300	itprom				T-100100300-400		Есть	494		Есть	Простая									/upload/iblock/70a/70a5e657410e5e91ebc18c6255334c0b.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/b0a/b0a26599f9c1379234d68d7e3f852feb.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/721/721ba016162986868b0515de4a4e4685.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/31b/31b2d50226f22df42c619ea17b724676.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/c42/c42f2b9a29cd208feef4b68230950335.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/45e/45e81ebec2e076ecf726ceb9a8dc4580.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/501/5019c966fdae3657591fb2c1a5613c0e.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/3bd/3bd688e5eaab02e5d9023ce87110777c.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63823	Термошкаф  T-100120300-400	63823	Y					text	/upload/iblock/4ac/4ac8ca57f0380dfd72c64432f0e932dd.png		html	T-100120300-400	500			1000	1200	300	itprom				T-100120300-400		Есть	495		Есть	Простая									/upload/iblock/d94/d94d6bd55977159e431ec1467516d93e.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/518/518cd3bb5b8a861bec8299d1aaf96128.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/12f/12fe25c43e7bc815e62e386485c66cf5.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/4eb/4ebf6134472471c44fac1f838ab49105.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/8e6/8e6f386149152c12f514d06757ef2da6.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/531/53144ba4eb8e26779cb20de9d0a78c05.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/0bb/0bbd5ac76c6ecf60120af17a7e64305e.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/30f/30f9d9740a49f00fbcefbac913c597ae.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63824	Термошкаф  T-100140300-400	63824	Y					text	/upload/iblock/904/90447f185efc0f2f0f6aa5b8b360a172.png		html	T-100140300-400	500			1000	1400	300	itprom				T-100140300-400		Есть	497		Есть	Простая									/upload/iblock/c44/c44fc8beacebb9dea6b368726fa316cc.png	IP55	Есть									400	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/629/62912010258cbd89350aa32d9367e31e.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/a48/a481e74d51c79fbfaf2ce95cb24f6a1b.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/7e4/7e4cbd5ba17a04162eb7009851b3ff03.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/6e9/6e971ac4b5c5e3f077a7eec394abe695.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/a80/a8034d8266d5140f222760f7743ed322.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/456/45698e271b098f345f5ed6e2556fc045.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/686/68693963b4c6315f57a784d8e6d66f6d.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63825	Термошкаф  T-3860350-100	63825	Y					text	/upload/iblock/60b/60bb06bf4948167ed263a77b30fd20cb.png		html	T-3860350-100	500			380	600	350	itprom				T-3860350-100		Есть	513		Есть	Простая									/upload/iblock/587/587ff280829490b3e1d39d87ddc5b81b.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/2a3/2a3a56525438264c5ccf7bcd3322de5d.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/3b9/3b9633359a06299a830cd8650c3aa0b3.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/71d/71dd8f4c95888af2cb5376aad4427f82.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/329/3295830159d1173902d6ee42fc54ad2e.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/02d/02defd2c55345b14666524a643c63b1a.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/1d0/1d0372ad4e3f98b3985b20778188cce1.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/b40/b4059b6f5de434032a4838a56e4634de.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63826	Термошкаф  T-6038350-100	63826	Y					text	/upload/iblock/e26/e26e8757d5282b2ebb11db9fca35e66c.png		html	T-6038350-100	500			600	380	350	itprom				T-6038350-100		Есть	538		Есть	Простая									/upload/iblock/294/2946587e030c22ad9d8d4b529bfa1efc.png	IP55	Есть									100	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63827	Термошкаф  T-6060350-150	63827	Y					text	/upload/iblock/d23/d23fbba1efd3938a56f11949c4287017.png		html	T-6060350-150	500			600	600	350	itprom				T-6060350-150		Есть	542		Есть	Простая									/upload/iblock/c59/c594bb7b713644468cd84ad27411caaa.png	IP55	Есть									150	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63827	Термошкаф  T-6060350-150	63827	Y					text	/upload/iblock/d23/d23fbba1efd3938a56f11949c4287017.png		html	T-6060350-150	500			600	600	350	itprom				T-6060350-150		Есть	542		Есть	Простая									/upload/iblock/191/19168ffceb9fd5985edb2295f0b99a65.png	IP55	Есть									150	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63827	Термошкаф  T-6060350-150	63827	Y					text	/upload/iblock/d23/d23fbba1efd3938a56f11949c4287017.png		html	T-6060350-150	500			600	600	350	itprom				T-6060350-150		Есть	542		Есть	Простая									/upload/iblock/c18/c1867b9f7a1c19f8e0aba322f8f15e65.png	IP55	Есть									150	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63827	Термошкаф  T-6060350-150	63827	Y					text	/upload/iblock/d23/d23fbba1efd3938a56f11949c4287017.png		html	T-6060350-150	500			600	600	350	itprom				T-6060350-150		Есть	542		Есть	Простая									/upload/iblock/e74/e7413beadd06e448ac9f981ccea9e17c.png	IP55	Есть									150	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63827	Термошкаф  T-6060350-150	63827	Y					text	/upload/iblock/d23/d23fbba1efd3938a56f11949c4287017.png		html	T-6060350-150	500			600	600	350	itprom				T-6060350-150		Есть	542		Есть	Простая									/upload/iblock/15a/15a15fd6a83ae534bea84e2f597d682d.png	IP55	Есть									150	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
63827	Термошкаф  T-6060350-150	63827	Y					text	/upload/iblock/d23/d23fbba1efd3938a56f11949c4287017.png		html	T-6060350-150	500			600	600	350	itprom				T-6060350-150		Есть	542		Есть	Простая									/upload/iblock/f76/f7627f4c93280c19867a9ef9babd9362.png	IP55	Есть									150	Есть		Есть	Есть	Есть		Серия T				Есть	Термошкафы ITProm	Серия T	
