IE_XML_ID	IE_NAME	IE_ID	IE_ACTIVE	IE_ACTIVE_FROM	IE_ACTIVE_TO	IE_PREVIEW_PICTURE	IE_PREVIEW_TEXT	IE_PREVIEW_TEXT_TYPE	IE_DETAIL_PICTURE	IE_DETAIL_TEXT	IE_DETAIL_TEXT_TYPE	IE_CODE	IE_SORT	IE_TAGS	IP_PROP85	IP_PROP95	IP_PROP96	IP_PROP97	IP_PROP43	IP_PROP44	IP_PROP45	IP_PROP46	IP_PROP47	IP_PROP50	IP_PROP107	IP_PROP59	IP_PROP105	IP_PROP102	IP_PROP99	IP_PROP130	IP_PROP124	IP_PROP114	IP_PROP134	IP_PROP132	IP_PROP139	IP_PROP110	IP_PROP98	IP_PROP51	IP_PROP111	IP_PROP106	IP_PROP60	IP_PROP137	IP_PROP127	IP_PROP129	IP_PROP135	IP_PROP136	IP_PROP126	IP_PROP128	IP_PROP112	IP_PROP100	IP_PROP131	IP_PROP103	IP_PROP101	IP_PROP104	IP_PROP52	IP_PROP93	IP_PROP125	IP_PROP133	IP_PROP138	IP_PROP108	IC_GROUP0	IC_GROUP1	IC_GROUP2
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/f40/f406e8121fb3fbe3c1e0d088f3bcd07f.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/aea/aeabd9c3233845807c0a1b96cc1f1398.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/7d2/7d2edd80456b81ba88b48dc4a4b60689.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/99c/99c0bdbbec57c496677d95075774e367.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/324/3242207b65c799b78fd2ccd1d5f5d9fa.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/fe9/fe9011e9d5dc8b08d8fef6548c3491e9.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/ede/edef6d55bcc7b6c8a509272248d533c2.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63997	Термошкаф  VT-100120300-400	63997	Y					text	/upload/iblock/b8f/b8f0f42f795c36e5c8d275ac08b8ccd5.png		html	VT-100120300-400	500			1000	1200	300	itprom				VT-100120300-400		Есть	619		Есть	Усиленная									/upload/iblock/a4c/a4c1f9979ee032153c2bd22b9d5f67cf.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/e56/e56191e679cbb04e9af6d88c17e95aa1.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/fdc/fdc080ec8e1ddde80f0bc41923bbfde7.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/5c4/5c4020e6619b781c63b3263b73cd6f3b.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/3a2/3a27e80ac154de3af00f030582139219.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/b14/b14c6472eb767fc2badebbac9d4ba98f.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/5ee/5eef1979f3d5d89e6ae99c82dcf35430.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/a24/a247d590547ea612611dbd83c2062212.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63998	Термошкаф  VT-100140300-400	63998	Y					text	/upload/iblock/92d/92d484eaef93434a5621e855e765d766.png		html	VT-100140300-400	500			1000	1400	300	itprom				VT-100140300-400		Есть	621		Есть	Усиленная									/upload/iblock/8ba/8ba36ef2b52bc260af7d3e9a073004f4.png	IP54	Есть									400	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/03b/03b4e15822a07a6476bff7d554b83139.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/72e/72ef980381680a100a90d9cc8a2fbc3a.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/560/560ea16db97143744ce9bd8b6b22edf4.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/0e5/0e5237f02fc68a4eb29ba4c4df0b6280.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/6d0/6d038871cc0752c217e4844dc25e136f.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/72b/72bb133385dce1768677307ba135288e.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/3a9/3a94bd1eae34f1b4d7473e2aeea94423.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
63999	Термошкаф  VT-3860350-100	63999	Y					text	/upload/iblock/639/6391368c2fa4dfa7bf519eb6e2c655bd.png		html	VT-3860350-100	500			380	600	350	itprom				VT-3860350-100		Есть	641		Есть	Усиленная									/upload/iblock/e76/e760edd6b8e0dcc54dec8592bc78e2bc.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/72b/72bc389ecdee06587c93109a441b9cef.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/920/920a250edcbec293ca05c2e5b6073ecd.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/0d8/0d8b6ca9ad76b4c5dfe72212344c2778.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/6ed/6edb447566f10488bad892cd25d6c87a.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/4ac/4ac3bb1ce614abe68ae8774f347f3fd1.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/aaa/aaa62f05e4cd0b3fee1f74ff613166f4.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/8d8/8d8508fb2ed49fec30d397633df033a5.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64000	Термошкаф  VT-6038350-100	64000	Y					text	/upload/iblock/20f/20ffc4aa20b0cefa24422535e9e969c3.png		html	VT-6038350-100	500			600	380	350	itprom				VT-6038350-100		Есть	672		Есть	Усиленная									/upload/iblock/dcb/dcb04b2c2bd393a4772e01c83bb0976c.png	IP54	Есть									100	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/5ef/5ef68bc73b2b0f4c0e1ad9e99a7f3c39.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/f11/f11893388b017dd8a9e5f720bca1a8bf.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/821/8210e899633e26336b7df4c0acb67190.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/e5d/e5de3640acdea7d59619084f0416a8e9.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/cea/ceaa1ec1991530d38a37603e7b644eba.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/913/913fefd194379e781042cf50463e1ada.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/1ad/1adf94154e7a5884a935c37b908a3b6d.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64001	Термошкаф  VT-6060350-150	64001	Y					text	/upload/iblock/bb2/bb2c17d6271f9ddbc85baa3884ab720c.png		html	VT-6060350-150	500			600	600	350	itprom				VT-6060350-150		Есть	677		Есть	Усиленная									/upload/iblock/78b/78bd0d348182a22d4409360520525bb1.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/c9d/c9dcdd1ed2ff067f3fb694df97ddfc13.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/c06/c06b32438fbc51ab303cc7f06fc92568.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/e41/e41f1db719c661c5e7f460b7904c2993.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/2f3/2f31b06ea03e93d60c9c2869497566bc.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/68f/68fd4891db47837a8a3d931b1a3a4727.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/f8c/f8c62b4d869c4d04187082d1b3864f19.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/a22/a22bcbbf56c6dc8cf0aa7ca33674d525.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64002	Термошкаф  VT-6076350-250	64002	Y					text	/upload/iblock/874/874cea220397b0c497d6c3ffebb87e01.png		html	VT-6076350-250	500			600	760	350	itprom				VT-6076350-250		Есть	680		Есть	Усиленная									/upload/iblock/07e/07ef16b2dae52da26f843cb2f782d46a.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/c0e/c0e9c412c84e897184b7264cc0282fca.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/d64/d64e7aa62aa5390c40228f923573de2c.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/c16/c16aaec56f784406c19010597b8cd833.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/36d/36da340a2f5b1e1a622052ba49a8f214.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/e11/e115ce5e1da81749c8ea608aa9db811e.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/4b3/4b32be9cf4c1b2ed1acc681e2d1ba90d.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/948/948ca1a8f39602adac4742ebe3a68be0.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64003	Термошкаф  VT-4060400-150	64003	Y					text	/upload/iblock/b5e/b5e7c137d69fc25ec9ae7065e41b5a8d.png		html	VT-4060400-150	500			400	600	400	itprom				VT-4060400-150		Есть	649		Есть	Усиленная									/upload/iblock/10b/10bf742f860782babaf9428508fac1b9.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/c52/c52e11d66b78ffbdb6020d312b16e7da.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/23e/23eabcc49c76ac0cec6be94a9db52a48.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/e23/e2328d1ee610c34581658f459f03bc72.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/869/86927e7288c32a4d0b99bdff151ce299.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/a24/a244ff479ef06b52d0152315d497092d.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/0be/0bed7d3e54283276780b82095999ead0.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/b12/b12b8007cbc404ccd2339964be33039f.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64004	Термошкаф  VT-6060400-150	64004	Y					text	/upload/iblock/100/10000d387f1702b4275623c1a335eb66.png		html	VT-6060400-150	500			600	600	400	itprom				VT-6060400-150		Есть	678		Есть	Усиленная									/upload/iblock/f2f/f2fa1e0519df0fcc1922cf24e9532c14.png	IP54	Есть									150	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64005	Термошкаф  VT-6080400-250	64005	Y					text	/upload/iblock/141/1417905a91dff5a31bb2bf902041b4bb.png		html	VT-6080400-250	500			600	800	400	itprom				VT-6080400-250		Есть	683		Есть	Усиленная							Панель основания	Есть	/upload/iblock/795/79511fee74432e4560445c5b8d7f0265.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
64005	Термошкаф  VT-6080400-250	64005	Y					text	/upload/iblock/141/1417905a91dff5a31bb2bf902041b4bb.png		html	VT-6080400-250	500			600	800	400	itprom				VT-6080400-250		Есть	683		Есть	Усиленная							Панель основания	Есть	/upload/iblock/118/11850994c9586cab0e3542dec9d25e56.png	IP54	Есть									250	Есть		Есть	Есть	Есть		Серия VT				Есть	Термошкафы ITProm	Серия VT	
